title,url,partner,partner_url,course_type,description,category,image_url,duration_weeks,hours_per_week,level,rating,rating_count,enrolled_count,price,currency,start_date
"An Introduction to Recreational Math: Fun, Games, and Puzzles",https://www.futurelearn.com/courses/recreational-math,Davidson Institute of Science Education at the Weizmann Institute of Science,https://www.futurelearn.com/partners/weizmann-institute,Course,"Explore and enjoy 'recreational' math, while boosting your creative and deductive thinking skills.","Science, Engineering & Maths",https://ugc.futurelearn.com/uploads/images/31/7f/317feab8-0ad1-45cb-8329-16c9918e50ca.jpg,3,,Introductory level,4.51596,188,24937,39.0,GBP,2023-07-17
Climate Solutions: Malawi,https://www.futurelearn.com/courses/climate-solutions-malawi,The University of Edinburgh,https://www.futurelearn.com/partners/the-university-of-edinburgh,Course,"Explore the impact of climate change, with a specific focus on the risks and challenges faced in Malawi.",Nature & Environment,,5,,Introductory level,,,390,,,
L’Observance de la Biosécurité en Elevages Avicoles Européens,https://www.futurelearn.com/courses/netpoulsafefr,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,Découvrez la mise en œuvre de mesures de biosécurité en aviculture grâce à des experts européens.,Nature & Environment,,4,,,,,,,,
Laboratory Biosafety: Introduction to Risk Assessment and Managing Biohazards,https://www.futurelearn.com/courses/laboratory-biosafety-introduction-to-risk-assessment-and-managing-biohazards,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,Understand how to take a risk assessment approach to recognise biohazards and manage biorisks in laboratories.,Healthcare & Medicine,,3,,Introductory level,,,938,,,
De naleving van bioveiligheidsmaatregelen in Europese pluimveebedrijven,https://www.futurelearn.com/courses/netpoulsafenl,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,Leer bioveiligheidsmaatregelen toepassen in pluimveeproductie van Europese experts.,Nature & Environment,,4,,,,,,,,
Introduction to Humanitarian Aid,https://www.futurelearn.com/courses/disaster-management,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Discover the history of humanitarian aid and the principles and values that underpin it.,Politics & Society,,2,,Introductory level,,,26614,,,
‮دوره پیشرفته سنجش از راه دور باستان‌شناسی: باستان‌سنجی، باستان‌شناسی منظر و حفاظت از میراث در خاورمیانه و شمال آفریقا ‭,https://www.futurelearn.com/courses/advanced-archaeological-remote-sensing-farsi,Durham University,https://www.futurelearn.com/partners/durham-university,Course,یاد بگیرید که تصویربرداری ماهواره‌ای چطور به شناسایی و حفاظت از محوطه‌های باستان‌شناسی‌ کمک می‌کند,History,,6,,,,,,,,
Gender and Development,https://www.futurelearn.com/courses/gender-and-development,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Does gender matter in international and community development? Find out in this free online course.,Politics & Society,,2,,Introductory level,,,14505,,,
‮الاِستِشعارُ عن بُعدٍ الآثاري المُتقدِّمُ: التنقيبُ في الموقع وآثار المظاهِر الطبيعية وحماية التراث في الشرق الأوسط وشمال أفريقيا ‭,https://www.futurelearn.com/courses/advanced-archaeological-remote-sensing-arabic,Durham University,https://www.futurelearn.com/partners/durham-university,Course,‮اِكتسابُ فَهمٌ أعمق لِكيفيةِ اِستِخدام صور الأقمار الصناعية لِتحديدِ وحِماية المواقع الأثرية. ‭,History,,6,,,,,,,,
"Introduction to Nursing: Bioscience, Psychology, and Sociology",https://www.futurelearn.com/courses/nursing-the-application-of-bioscience-psychology-and-sociology,University of York,https://www.futurelearn.com/partners/york,Course,Explore the diverse skills and knowledge required to be a nurse and find out where a career in nursing could take you.,Healthcare & Medicine,https://ugc.futurelearn.com/uploads/images/d1/6e/d16e9410-f110-452b-bfba-5ab45fd074a6.jpg,3,,Advanced level,4.8427,89,13886,39.0,GBP,2023-06-26
Il rispetto della biosicurezza negli allevamenti avicoli europei,https://www.futurelearn.com/courses/netpoulsafeit,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,Scopriamo come attuare le misure di biosicurezza in tutte le fasi della produzione avicola dai maggiori esperti del settore.,Nature & Environment,,4,,,,,,,,
Mandarin Chinese in Motion: Essay-Writing Skills,https://www.futurelearn.com/courses/mandarin-chinese-in-motion-essay-writing-skills,National Yang Ming Chiao Tung University (NYCU),https://www.futurelearn.com/partners/nycu,Course,"Improve your knowledge of Mandarin Chinese grammar, vocabulary, and sentence structures to write confident and convincing essays.",Language,,4,,Intermediate level,,,,,,
Advanced Research Techniques in Parasitology,https://www.futurelearn.com/courses/advanced-research-techniques-in-parasitology,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,Develop proficiency in advanced research methodologies to effectively design and carry out a successful research project.,Healthcare & Medicine,,6,,Introductory level,,,599,,,
Introduction to Aviation and Big Data Applications,https://www.futurelearn.com/courses/aviation-big-data-applications,HKU School of Professional and Continuing Education,https://www.futurelearn.com/partners/hkuspace,Course,Learn how to harness big data applications to drive digital transformation and automation in the aviation industry.,"Science, Engineering & Maths",,4,,Intermediate level,,,1506,,,
Research Methods: A Practical Guide to Peer and Community Research,https://www.futurelearn.com/courses/research-methods-a-practical-guide-to-peer-and-community-research,King's College London,https://www.futurelearn.com/partners/kings-college-london,Course,Identify how to conduct your own research and develop your own ethical research project on this practical course.,Psychology & Mental Health,https://ugc.futurelearn.com/uploads/images/83/38/8338a316-f15d-45b5-9d85-836eb969ad64.jpg,10,,,4.82418,91,,0,GBP,2023-06-19
Advancing Social Impact with Digital Technologies,https://www.futurelearn.com/courses/advancing-social-impact-with-digital-technologies,RMIT University,https://www.futurelearn.com/partners/rmit,Course,"Learn how to harness digital technology to drive social impact, environmental protection, and sustainable development.","Science, Engineering & Maths",,6,,Intermediate level,,,683,,,
Digital Skills: Web Analytics,https://www.futurelearn.com/courses/digital-skill-web-analytics,Accenture,https://www.futurelearn.com/partners/accenture-uk,Course,"Learn about the importance of web analytics, and how businesses use different techniques to assess and manage their performance.",Business & Management,https://ugc.futurelearn.com/uploads/images/9f/76/9f760d9d-4456-408f-ae89-3bfcf24cbdbc.jpg,3,,,4.73333,75,,0,GBP,2023-06-12
Discover the Hidden History of York,https://www.futurelearn.com/courses/discover-the-hidden-history-of-york,University of York,https://www.futurelearn.com/partners/york,Course,Investigate York’s cultural and social history and the pivotal events and people that helped define a nation.,History,https://ugc.futurelearn.com/uploads/images/63/f4/63f49a13-4049-4850-b896-6f821c261331.jpg,3,,Intermediate level,3.50625,160,3293,39.0,GBP,2023-06-05
Foundations of Science for Undergraduate Degrees,https://www.futurelearn.com/courses/foundations-of-science,The University of Nottingham,https://www.futurelearn.com/partners/the-university-of-nottingham,Course,Develop the right skills for study and assessment in higher education while refreshing your core science knowledge.,"Science, Engineering & Maths",,5,,Introductory level,,,3008,,,
Introduction to DAOs: Decentralised Autonomous Organisations,https://www.futurelearn.com/courses/introduction-to-daos-decentralised-autonomous-organisations,RMIT University,https://www.futurelearn.com/partners/rmit,Course,Gain the knowledge and tools to join the exciting world of DAOs as you discover DAO communities and the new digital economy.,Business & Management,,4,,Introductory level,,,,,,
Learn Mandarin: Food and Drink in Taiwan,https://www.futurelearn.com/courses/learn-mandarin-food-and-drink-in-taiwan,National Yang Ming Chiao Tung University (NYCU),https://www.futurelearn.com/partners/nycu,Course,Explore Taiwanese culinary traditions and delicacies to improve your Mandarin conversational skills and vocabulary.,Language,,3,,Introductory level,,,,,,
Learn Mandarin: Shopping and Daily Life In Taiwan,https://www.futurelearn.com/courses/learn-mandarin-shopping-and-daily-life-in-taiwan,National Yang Ming Chiao Tung University (NYCU),https://www.futurelearn.com/partners/nycu,Course,Gain the essential vocabulary and Mandarin Chinese language skills to help you shop with ease in Taiwan.,Language,,3,,Introductory level,,,,,,
Digital Marketing: New Trends and Technologies,https://www.futurelearn.com/courses/digital-marketing-new-trends-and-technologies,Nottingham Business School,https://www.futurelearn.com/partners/nottingham-business-school,Course,Modernise your marketing strategy and stay ahead of the curve by learning about the latest digital trends and technologies.,Business & Management,,3,,Introductory level,,,3208,,,
Learn Mandarin: How to Express Health Issues in Chinese,https://www.futurelearn.com/courses/learn-mandarin-how-to-express-health-issues-in-chinese,National Yang Ming Chiao Tung University (NYCU),https://www.futurelearn.com/partners/nycu,Course,Gain practical language skills to help you communicate health issues in Chinese with confidence.,Language,,3,,Introductory level,,,,,,
Mandarin Chinese in Motion: Your Very First Chinese Class,https://www.futurelearn.com/courses/mandarin-chinese-in-motion-your-very-first-chinese-class,National Yang Ming Chiao Tung University (NYCU),https://www.futurelearn.com/partners/nycu,Course,"Master the fundamentals of Chinese tones, pronunciation, and numbers with this crash course in Mandarin for complete beginners.",Language,,4,,,,,566,,,
Wprowadzenie do pomocy humanitarnej: Introduction to Humanitarian Aid (POL),https://www.futurelearn.com/courses/introduction-to-humanitarian-aid-pl,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,"Poznaj historię pomocy humanitarnej oraz zasady i wartości, które leżą u jej podstaw.",Politics & Society,,2,,,,,,,,
Introduction to FinTech and Financial Innovation,https://www.futurelearn.com/courses/introduction-to-fintech-and-financial-innovation-1,Nottingham Business School,https://www.futurelearn.com/partners/nottingham-business-school,Course,"Discover new developments in digitisation, AI, and cryptocurrency to kickstart your career in FinTech and financial innovation.",Business & Management,,3,,,,,1093,,,
The Role of Hydrogen in the Clean Energy Transition,https://www.futurelearn.com/courses/the-role-of-hydrogen-in-the-clean-energy-transition,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Understand how hydrogen can help reduce carbon emissions to become a key player in the clean energy transition.,"Science, Engineering & Maths",,3,,,,,1798,,,
Transforming Assessment Design: Leading Assessment and Recognition of Complex Competencies,https://www.futurelearn.com/courses/transforming-assessment-design-leading-assessment-and-recognition-of-complex-competencies,The University of Melbourne,https://www.futurelearn.com/partners/melbourne,Course,"Explore the latest research, technology, and strategies in assessment design and recognising development of complex competencies.",Teaching,,7,,,,,,,,
Inspiring Women Leaders: An Introduction to Purpose-Driven Leadership,https://www.futurelearn.com/courses/inspiring-women-leaders-an-introduction-to-purpose-driven-leadership,Nottingham Business School,https://www.futurelearn.com/partners/nottingham-business-school,Course,"Explore the vital role women play in business and society, while building the confidence you need for your own leadership career.",Business & Management,,3,,,,,929,,,
Sustainable Finance: Using the Power of Money to Change the World,https://www.futurelearn.com/courses/sustainable-finance-using-the-power-of-money-to-change-the-world,University of Roehampton,https://www.futurelearn.com/partners/university-of-roehampton,Course,Discover the role banks and finance play in the climate crisis and the steps to take to help achieve climate justice.,Nature & Environment,,6,,Intermediate level,,,877,,,
4.0 Shades of Digitalisation for the Chemical and Process Industries,https://www.futurelearn.com/courses/4-0-shades-of-digitalisation-for-the-chemical-and-process-industries,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,Make the transition to Industry 4.0 as you learn how to streamline chemical and process engineer jobs with digital technologies.,"Science, Engineering & Maths",,4,,Intermediate level,,,451,,,
Best Care for People with Late-Stage Parkinson’s Disease - Part One,https://www.futurelearn.com/courses/best-care-for-people-with-late-stage-parkinsons-disease-part-one,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,Discover the best care practices for people with Parkinson’s disease as you develop your skills in the field of palliative care.,Healthcare & Medicine,,6,,Intermediate level,,,621,,,
Introduction to Forecasting in Business,https://www.futurelearn.com/courses/introduction-to-forecasting-in-business,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,"Learn how to use forecasting for better business decisions to help with budgeting, planning and future growth.",Business & Management,,1,,,,,1885,,,
Best Care for People with Late-Stage Parkinson’s Disease - Part Two,https://www.futurelearn.com/courses/best-care-for-people-with-late-stage-parkinsons-disease-part-two,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,Enhance your care for your patients with late-stage Parkinson’s disease as you discover advanced care planning techniques.,Healthcare & Medicine,,6,,Intermediate level,,,,,,
Railway History: The Rise of the Railway Station,https://www.futurelearn.com/courses/railway-history-the-rise-of-the-railway-station,University of Strathclyde,https://www.futurelearn.com/partners/university-of-strathclyde,Course,Gain a unique insight into British history as you explore the heritage and uses of railway stations from the 19th century to now.,History,https://ugc.futurelearn.com/uploads/images/6f/a9/6fa94555-a8ff-44f2-b09d-0342f755e048.jpg,4,,,4.7,80,1708,79.0,GBP,2023-05-01
Achieving Transitions to Zero Carbon Emissions and Sustainable Urban Mobility,https://www.futurelearn.com/courses/achieving-zero-carbon-sustainable-urban-mobility,UCL (University College London),https://www.futurelearn.com/partners/ucl,Course,Discover how cities can transform their urban mobility systems to become more sustainable and reach zero carbon emissions.,Nature & Environment,,4,,Introductory level,,,1969,,,
A Beginner's Guide to Writing in English for University Study,https://www.futurelearn.com/courses/english-for-study,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,"Learn how to use English for study at university or college and develop your writing skills, vocabulary and grammar.",Language,https://ugc.futurelearn.com/uploads/images/4b/21/4b2102b9-d3a3-4b77-ad2f-a444102bff97.jpg,5,,Introductory level,4.85976,492,382896,59.0,GBP,2023-04-24
The Secret Power of Brands,https://www.futurelearn.com/courses/the-secret-power-of-brands,UEA (University of East Anglia),https://www.futurelearn.com/partners/university-of-east-anglia,Course,"Understand the role of brands and brand management in the modern world, and start developing your career in the sector.",Business & Management,https://ugc.futurelearn.com/uploads/images/3b/1e/3b1ef110-26e0-47dc-b051-99ba8af7502d.jpg,6,,Introductory level,4.77586,58,102818,79.0,GBP,2023-04-24
Understanding Depression and Low Mood in Young People,https://www.futurelearn.com/courses/depression-young-people,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,Understand how to recognise depression and low mood in teenagers and learn how to help.,Psychology & Mental Health,https://ugc.futurelearn.com/uploads/images/2b/78/2b78339e-012b-4da3-96b1-7c6d96f32fde.jpg,5,,,4.7759,415,60903,79.0,GBP,2023-04-17
From Lab to Clinic: Translational Research for Rare Diseases,https://www.futurelearn.com/courses/introduction-to-translational-research-for-rare-diseases,Foundation for Rare Diseases,https://www.futurelearn.com/partners/french-foundation-rare-diseases,Course,"Gain an overview of the issues, challenges, and opportunities in translating research into treatments for rare disease patients.",Healthcare & Medicine,,5,,Introductory level,,,2453,,,
Understanding and Measuring the Earth’s Energy Imbalance,https://www.futurelearn.com/courses/understanding-and-measuring-the-earths-energy-imbalance,The University of Glasgow,https://www.futurelearn.com/partners/university-of-glasgow,Course,"Learn how greenhouse gases are pushing the Earth out of balance, and why measuring the imbalance could prove crucial.",Nature & Environment,,4,,Intermediate level,,,465,,,
Content Design in Government: Getting Started,https://www.futurelearn.com/courses/introduction-to-content-design,Government Digital and Data,https://www.futurelearn.com/partners/government-campus-uk,Course,Discover the fundamentals of content design. Learn how to design accessible content that meets user needs.,Business & Management,https://ugc.futurelearn.com/uploads/images/91/19/91192529-19a0-45df-ad1b-9e4001d966f7.jpg,4,,Introductory level,4.58468,248,31919,79.0,GBP,2023-04-10
"Historic Landscape Archaeology: Approaches, Methods and Beneficiaries",https://www.futurelearn.com/courses/historic-landscape-archaeology-approaches-methods-and-beneficiaries,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,Master tools and methods in landscape archaeology to help protect and promote historic landscapes and cultural heritage.,History,https://ugc.futurelearn.com/uploads/images/9d/c8/9dc8eec6-d280-4fe0-9320-742be67a00ab.jpg,4,,Intermediate level,4.61818,55,1440,79.0,GBP,2023-04-10
Generative AI: Implications and Opportunities for Business,https://www.futurelearn.com/courses/generative-ai-implications-and-opportunities-for-business,RMIT University,https://www.futurelearn.com/partners/rmit,Course,"Delve into generative AI, such a ChatGPT, to learn how to safely and effectively use this technology to benefit your business.",Business & Management,,4,,,,,,,,
International Humanitarian Law for Business,https://www.futurelearn.com/courses/international-humanitarian-law-for-business,RMIT University,https://www.futurelearn.com/partners/rmit,Course,Expand your knowledge of international humanitarian law to mitigate risk and impact when operating in areas of armed conflict.,Business & Management,,4,,Intermediate level,,,1124,,,
Études Globales : Cultures et organisations dans les relations internationales,https://www.futurelearn.com/courses/global-studies-cultures-organizations-french,Grenoble Ecole de Management,https://www.futurelearn.com/partners/grenoble,Course,Savoir comment surmonter les différences culturelles et institutionnelles afin de créer un monde plus coopératif que compétitif.,Business & Management,,4,,Intermediate level,,,,,,
Improving Healthcare and Medical Education with Online Escape Room Activities,https://www.futurelearn.com/courses/improving-healthcare-and-medical-education-with-online-escape-room-activities,"City St George's, University of London (formerly St George's)",https://www.futurelearn.com/partners/sgul,Course,Enrich your healthcare and medical courses with online escape room activities to engage learners in collaborative learning.,Healthcare & Medicine,,2,,Intermediate level,,,554,,,
"The Scottish Highland Clans: Origins, Decline and Transformation",https://www.futurelearn.com/courses/the-highland-clans,The University of Glasgow,https://www.futurelearn.com/partners/university-of-glasgow,Course,Explore fascinating Scottish history by learning about the Highland clans and how clanship has changed across hundreds of years.,History,https://ugc.futurelearn.com/uploads/images/ab/b7/abb7eb40-3d00-4d47-a0cd-9ec37dedaa2a.jpg,3,,,4.7875,560,23931,39.0,GBP,2023-04-03
NFTs: A Practical Guide,https://www.futurelearn.com/courses/nfts-a-practical-guide,RMIT University,https://www.futurelearn.com/partners/rmit,Course,Gain a practical introduction to NFTs as you explore blockchain technology and learn how to mint and share NFTs.,Business & Management,,4,,Introductory level,,,773,,,
掌控骨关节炎-中文版,https://www.futurelearn.com/courses/taking-control-hip-and-knee-osteoarthritis-chinese,The University of Melbourne,https://www.futurelearn.com/partners/melbourne,Course,学习髋关节和膝关节骨关节炎的相关知识以及控制疼痛症状的策略，包括运动干预、保持健康体重和缓解疼痛的技巧。,Healthcare & Medicine,,4,,Intermediate level,,,,,,
Rome: A Virtual Tour of the Ancient City,https://www.futurelearn.com/courses/rome,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,"Explore Ancient Rome’s architecture, history, and society through a 3D digital model in this online ancient history course.",History,https://ugc.futurelearn.com/uploads/images/96/68/966852cf-a4c9-45d2-8c16-5793942b5e1e.jpg,5,,,4.83607,671,68415,79.0,GBP,2023-03-27
Supporting Adult and Adolescent Students with Dyslexia,https://www.futurelearn.com/courses/supporting-adult-and-adolescent-students-with-dyslexia,Central Queensland University (CQU),https://www.futurelearn.com/partners/cqu,Course,"Learn about the impacts and challenges of dyslexia, and how we can make education more accessible to dyslexic students.",Teaching,,4,,Introductory level,,,1991,,,
Conversational Chinese: Travel and Tourism,https://www.futurelearn.com/courses/conversational-chinese-travel-and-tourism,National Yang Ming Chiao Tung University (NYCU),https://www.futurelearn.com/partners/nycu,Course,Develop your spoken Mandarin Chinese and gain the skills to fully immerse yourself in the culture when visiting Taiwan.,Language,,3,,Introductory level,,,,,,
旅する書物：日本とヨーロッパの歴史のなかで,https://www.futurelearn.com/courses/travel-fiction-j,Keio University,https://www.futurelearn.com/partners/keio-university,Course,ヨーロッパと日本との関係が始まるきっかけとなった本とともに過去を旅し、デジタル時代にどう息づいているか紹介します。,Language,,3,,Introductory level,,,347,,,
Ecopedagogy for Beginners: Putting Climate Change Education Into Action,https://www.futurelearn.com/courses/ecopedagogy-for-beginners-putting-climate-change-education-into-action,The University of Glasgow,https://www.futurelearn.com/partners/university-of-glasgow,Course,Explore practical approaches to teaching sustainability and taking effective climate action in school settings.,Nature & Environment,,4,,Introductory level,,,642,,,
Autistic People's Rights and the Law,https://www.futurelearn.com/courses/autism-and-the-legal-issues,The University of Kent,https://www.futurelearn.com/partners/the-university-of-kent,Course,"Learn about legislation affecting the rights of autistic people within social care, employment and the criminal justice system.",Healthcare & Medicine,,4,,,,,,,,
Autistic Students and Education: Creating an Inclusive Classroom,https://www.futurelearn.com/courses/autism-and-education,The University of Kent,https://www.futurelearn.com/partners/the-university-of-kent,Course,Explore the experiences of autistic students and learn how to create inclusive and enabling educational environments.,Healthcare & Medicine,,4,,,,,,,,
A Deeper Understanding of Autistic People,https://www.futurelearn.com/courses/a-deeper-understanding-of-autism,The University of Kent,https://www.futurelearn.com/partners/the-university-of-kent,Course,"Develop your knowledge of the experiences of autistic people of different genders, barriers to diagnosis and the latest research.",Healthcare & Medicine,,4,,,,,,,,
Autistic Health: Improving Access to Healthcare,https://www.futurelearn.com/courses/autism-and-healthcare,The University of Kent,https://www.futurelearn.com/partners/the-university-of-kent,Course,Learn how to improve quality of life for autistic people and overcome the barriers they face in accessing healthcare.,Healthcare & Medicine,,4,,,,,,,,
Blended and Hybrid Learning Design in Higher Education,https://www.futurelearn.com/courses/blended-and-hybrid-learning-design-in-higher-education,The University of Nottingham,https://www.futurelearn.com/partners/the-university-of-nottingham,Course,"Delve into theories of learning, teaching, and technology to design more effective and engaging blended and hybrid courses.",Teaching,,5,,Intermediate level,,,1599,,,
Working with Translation: Theory and Practice,https://www.futurelearn.com/courses/working-with-translation,Cardiff University,https://www.futurelearn.com/partners/cardiff-university,Course,"Explore what it means to communicate in multiple languages in a variety of contexts, and discover your inner translator.",Language,https://ugc.futurelearn.com/uploads/images/ff/d4/ffd4cc74-82d0-4cbf-9220-78e75e91184b.jpg,4,,Introductory level,4.79167,240,68379,59.0,GBP,2023-03-13
Exercise in Medicine: From Functional Evaluation to Adapted Exercise Training,https://www.futurelearn.com/courses/exercise-in-medicine-from-functional-evaluation-to-adapted-exercise-training,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,Understand how exercise can prevent and treat chronic diseases as you learn how to meet the different needs of your patients.,Healthcare & Medicine,,5,,Intermediate level,,,2429,,,
Biosecurity Compliance in European Poultry Farms,https://www.futurelearn.com/courses/biosecurity-compliance-in-european-poultry-farms,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,Learn how to implement biosecurity measures at all stages of poultry production from leading experts in European poultry farming.,Nature & Environment,,4,,Intermediate level,,,444,,,
Understanding Mental Health in Muslim Communities,https://www.futurelearn.com/courses/understanding-mental-health-in-muslim-communities,Cardiff University,https://www.futurelearn.com/partners/cardiff-university,Course,Explore the distinctive mental health experiences of Muslims and how mental health support can be improved in Muslim communities.,Psychology & Mental Health,https://ugc.futurelearn.com/uploads/images/82/20/82205561-4abe-43d4-a32e-29ec012e7cc9.jpg,4,,,4.88,75,,0,GBP,2023-03-13
Precision Medicine and Smart Healthcare: The Industrial Applications,https://www.futurelearn.com/courses/industrial-application-in-precision-medicine-and-smart-healthcare,Taipei Medical University,https://www.futurelearn.com/partners/taipei-medical-university,Course,"Explore the trends in the development of precision medicine, smart healthcare, regenerative medicine, and targeted therapy.",Healthcare & Medicine,,5,,Introductory level,,,582,,,
Understanding Multilingual Children's Language Development,https://www.futurelearn.com/courses/understanding-multilingual-childrens-language-development,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,"Discover the benefits of multilingualism to enhance your practice in classroom, clinical, and home settings.",Teaching,,3,,Introductory level,,,4410,,,
Introduction to Digital Education,https://www.futurelearn.com/courses/introduction-to-digital-education,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,"Discover, design, and develop digital tools to modernise your approach to teaching and learning.",Teaching,,3,,Introductory level,,,1327,,,
Using Systems Thinking to Tackle the Climate and Biodiversity Crisis,https://www.futurelearn.com/courses/using-systems-thinking-to-tackle-the-climate-and-biodiversity-crisis,University of Reading,https://www.futurelearn.com/partners/university-of-reading,Course,Discover how switching to a systems mindset could help overcome the global environmental challenges we face today.,Nature & Environment,,2,,,,,1396,,,
Understanding the Internet,https://www.futurelearn.com/courses/understanding-the-internet,Keio University,https://www.futurelearn.com/partners/keio-university,Course,"Discover the inner workings of the internet, its history, applications, and global governance protocols.",IT & Computer Science,,4,,Introductory level,,,1699,,,
Functional Neurological Disorder: A Healthcare Professional’s Guide,https://www.futurelearn.com/courses/functional-neurological-disorder-a-healthcare-professionals-guide,"City St George's, University of London (formerly St George's)",https://www.futurelearn.com/partners/sgul,Course,"Understand the history, symptoms, and management of FND to communicate more effectively and sensitively with your patients.",Healthcare & Medicine,,3,,Intermediate level,,,2476,,,
Combatting Corrosion: An Introduction to SOCORRO,https://www.futurelearn.com/courses/combating-corrosion-an-introduction-to-socorro,The University of Kent,https://www.futurelearn.com/partners/the-university-of-kent,Course,"Gain an understanding of corrosion and how ground-breaking solutions are tackling the problem to save time, money, and lives.","Science, Engineering & Maths",,2,,Introductory level,,,394,,,
Clinical Communication Skills For Healthcare Professionals,https://www.futurelearn.com/courses/clinical-communication-skills-for-healthcare-professionals,"City St George's, University of London (formerly St George's)",https://www.futurelearn.com/partners/sgul,Course,Improve your clinical relationships with patients and colleagues as you gain the key communication skills to use in healthcare.,Healthcare & Medicine,,2,,Intermediate level,,,2567,,,
Introduction to the Learning Through Play Experience Tool,https://www.futurelearn.com/courses/introduction-to-the-learning-through-play-experience-tool,The LEGO Foundation,https://www.futurelearn.com/partners/lego-foundation,Course,Become better at observing and capturing the quality of a child’s experience of learning through play.,Teaching,https://ugc.futurelearn.com/uploads/images/6e/99/6e99a225-8952-44d7-af31-92a83db878f4.jpg,3,,,4.68518,54,,0,GBP,2023-02-20
AI For Lawyers (II): Tools for Legal Professionals,https://www.futurelearn.com/courses/ai-for-legal-professionals-ii-,National Yang Ming Chiao Tung University (NYCU),https://www.futurelearn.com/partners/nycu,Course,"Discover programming with Python and the AI tools that lawyers, legal educators, and regulators can use to deliver services.",Law,,4,,Intermediate level,,,2810,,,
Introduction to the Rule of Law,https://www.futurelearn.com/courses/introduction-to-the-rule-of-law,The University of Law,https://www.futurelearn.com/partners/university-of-law,Course,"Investigate the Judiciary system and the Rule of Law, and discover how it affects us in the UK.",Law,,3,,Introductory level,,,5928,,,
The Foundation of Modern Dentistry,https://www.futurelearn.com/courses/the-foundation-of-modern-dentistry,Taipei Medical University,https://www.futurelearn.com/partners/taipei-medical-university,Course,Gain an overview of oral-related diseases and treatments to deliver preventative services to your dentistry patients.,Healthcare & Medicine,,7,,Introductory level,,,1584,,,
Supporting Medicine Use by Older People with Visual and/or Hearing Impairment,https://www.futurelearn.com/courses/supporting-medicine-use-by-older-people-with-sensory-impairment,University of Strathclyde,https://www.futurelearn.com/partners/university-of-strathclyde,Course,Examine the medicine-related challenges that older people with sensory impairment experience and how we can improve their care.,Healthcare & Medicine,,4,,Introductory level,,,703,,,
Mpox: Understanding the Epidemiology and the Potential Threat,https://www.futurelearn.com/courses/mpox-understanding-the-epidemiology-and-the-potential-threat,Universiti Malaya,https://www.futurelearn.com/partners/universiti-malaya,Course,Gain an understanding of monkeypox (mpox) and learn to identify its symptoms and signs to better protect yourself and others.,Healthcare & Medicine,,2,,Introductory level,,,433,,,
How To Support Young People Living with Parental Mental Illness,https://www.futurelearn.com/courses/how-to-support-young-people-living-with-parental-mental-illness,UCL (University College London),https://www.futurelearn.com/partners/ucl,Course,Discover how parental mental illness impacts children’s development and learn skills and strategies to help young people affected.,Psychology & Mental Health,,4,,,,,,,,
Introduction to Crisis Leadership,https://www.futurelearn.com/courses/crisis-leadership-course,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Discover why leadership is crucial in a crisis and develop the skills you need to effectively navigate crisis management.,Business & Management,,3,,Introductory level,,,3090,,,
Enterprise: Everybody’s Business,https://www.futurelearn.com/courses/enterprise-everybodys-business,University of York,https://www.futurelearn.com/partners/york,Course,Gain essential enterprise skills to help turn your idea into a viable startup business that reaches your target customers.,Business & Management,,3,,,,,1467,,,
Climate and Energy: An Interdisciplinary Perspective,https://www.futurelearn.com/courses/energy-and-climate-change,The University of Glasgow,https://www.futurelearn.com/partners/university-of-glasgow,Course,Explore climate change issues from an interdisciplinary perspective to find innovative solutions for a better future.,Nature & Environment,,4,,Intermediate level,,,2018,,,
HSK Standard Course Level 3: 3.4,https://www.futurelearn.com/courses/hsk-standard-course-level-3-3-4,Chinese Plus,https://www.futurelearn.com/partners/chinese-plus,Course,"Gain the skills, confidence, and knowledge of the Chinese language to take the Hanyu Shuiping Kaoshi (HSK) level 3 test.",Language,,5,,,,,,,,
