title,url,partner,partner_url,course_type,description,category,image_url,duration_weeks,hours_per_week,level,rating,rating_count,enrolled_count,price,currency,start_date
How to Use Pivot Tables to Analyse Data in Excel,https://www.futurelearn.com/courses/analyze-and-visualize-data-with-pivot-tables-sc,The Excel Club,https://www.futurelearn.com/partners/the-excel-club,Course,"Build and improve your data analysis skills by learning how to utilise pivot tables, charts, and dashboards in Excel.",IT & Computer Science,,2,,,,,358,,,
Introduction to Excel Charts for Data Visualisation,https://www.futurelearn.com/courses/charting-and-data-visualization-in-excel-sc,The Excel Club,https://www.futurelearn.com/partners/the-excel-club,Course,"Learn the basics of charting in Excel, from creating and formatting charts, to the pros and cons of each different type of chart.",IT & Computer Science,,4,,,,,491,,,
Understanding Islamic Microfinance,https://www.futurelearn.com/courses/understanding-islamic-microfinance,INCEIF,https://www.futurelearn.com/partners/inceif,Course,Leverage Islamic microfinance principles and practices to promote ethical investments and enhance financial inclusion with INCEIF.,Politics & Society,,4,,Introductory level,,,,,,
Critical Perspectives on Contemporary Leadership and Followership,https://www.futurelearn.com/courses/critical-perspectives-on-contemporary-leadership-and-followership,Grenoble Ecole de Management,https://www.futurelearn.com/partners/grenoble,Course,Develop critical thinking and managerial skills while unpacking traditional and modern approaches to leadership and followership.,Business & Management,,4,,,,,346,,,
"An Introduction to Sociolinguistics: Accents, Attitudes and Identity",https://www.futurelearn.com/courses/accents-attitudes-and-identity-an-introduction-to-sociolinguistics,University of York,https://www.futurelearn.com/partners/york,Course,"Learn how sociolinguists explore the relationship between language and the expression of personal, social and cultural identity.",Language,https://ugc.futurelearn.com/uploads/images/e9/12/e912667b-9d1d-4e06-944c-0a04c5101687.jpg,4,,Introductory level,4.68018,222,21327,59.0,GBP,2024-07-22
"Reading James Joyce: Life, Place, Fiction",https://www.futurelearn.com/courses/james-joyce-life-place-fiction,University of York,https://www.futurelearn.com/partners/york,Course,"Explore the works of acclaimed 20th-century writer, James Joyce, his life, contexts, and his place in modern culture.",Literature,,3,,,,,1414,,,
Power in Crisis: Politics in the 21st Century,https://www.futurelearn.com/courses/power-in-crisis-politics-in-the-21st-century,University of York,https://www.futurelearn.com/partners/york,Course,"Review contemporary political crises including climate change, migration, and terrorism, and their impacts on power dynamics.",Politics & Society,,3,,,,,2479,,,
Tackling Environmental Challenges for a Sustainable Future,https://www.futurelearn.com/courses/tackling-environmental-challenges,University of York,https://www.futurelearn.com/partners/york,Course,Discover how environmental research can inform how we respond to and solve the major global environmental issues of today.,Nature & Environment,https://ugc.futurelearn.com/uploads/images/a4/f5/a4f54241-925f-486e-a741-84fd636af375.jpg,4,,,4.70946,148,8744,59.0,GBP,2024-07-08
"Preparing for a Practice-based PhD in Fine Art, Design, and Film",https://www.futurelearn.com/courses/phd-preparation-for-fine-art-design-and-film,Lucerne University of Applied Sciences and Arts,https://www.futurelearn.com/partners/lucerne-university-of-applied-sciences-and-arts,Course,"Expand your knowledge of practice-based research and PhDs in the arts, and make an informed decision in pursuing your doctorate.",Creative Arts & Media,,6,,,,,,,,
Innovative Therapies and Personalised Medicine for Rare Diseases,https://www.futurelearn.com/courses/innovative-therapies-and-personalised-medicine-for-rare-diseases,Foundation for Rare Diseases,https://www.futurelearn.com/partners/french-foundation-rare-diseases,Course,Learn how recent advances in medicine research are transforming the treatment of rare diseases.,Healthcare & Medicine,,5,,Intermediate level,,,1141,,,
Perioperative Medicine in Action,https://www.futurelearn.com/courses/perioperative-medicine,UCL (University College London),https://www.futurelearn.com/partners/ucl,Course,Explore perioperative medicine and how you can improve care for the high risk surgical patient. Join this RCoA endorsed course.,Healthcare & Medicine,https://ugc.futurelearn.com/uploads/images/42/83/4283e6ec-7adb-48a0-b7df-5327551c1988.jpg,4,,Intermediate level,4.74274,241,48989,79.0,GBP,2024-07-01
大学ミュージアムにおける創造的「空き地」の実践：コレクション・マネジメントへの新しいアプローチ,https://www.futurelearn.com/courses/akichi-in-collections-management-j,Keio University,https://www.futurelearn.com/partners/keio-university,Course,大学ミュージアムにおけるコミュニティや共有をめぐる実践を参考にしながら、コレクション・マネジメントへの新たなアプローチを見つけよう！,Language,,2,,,,,,,,
Get Smart with Grass: Grazing Management and Animal Nutrition,https://www.futurelearn.com/courses/get-smart-with-grass-an-introduction-to-grazing-management-and-animal-nutrition,Aberystwyth University,https://www.futurelearn.com/partners/aberystwyth-university,Course,"This course is aimed at farmers, smallholders, agri-advisors and horse owners interested in improving grazing management practice.",Nature & Environment,,4,,,,,343,,,
Art and the Environment in Southeast Asia: Environment as Contested Space,https://www.futurelearn.com/courses/art-and-the-environment-in-southeast-asia-environment-as-contested-space,National Gallery Singapore,https://www.futurelearn.com/partners/ngs,Course,"This course delves into 1970s Southeast Asia and uncovers powerful intersections of art, society, and the environment.",Creative Arts & Media,,6,,,,,,,,
The Science Behind Anti-Doping,https://www.futurelearn.com/courses/the-science-behind-anti-doping,King's College London,https://www.futurelearn.com/partners/kings-college-london,Course,"Discover the life-cycle of a sample collected for anti-doping processes within sport, and the science behind it.","Science, Engineering & Maths",,4,,Intermediate level,,,526,,,
The Science Behind Forensic Science,https://www.futurelearn.com/courses/science-behind-forensic-science,King's College London,https://www.futurelearn.com/partners/kings-college-london,Course,Get an introduction to the science of forensic science and discover how it's applied in the real world.,"Science, Engineering & Maths",https://ugc.futurelearn.com/uploads/images/6c/b2/6cb21c05-70b9-429e-8ea0-21340199d664.jpg,4,,,4.56452,62,13471,79.0,GBP,2024-06-24
Renewable Energy Microgrid (REM): Advancing Energy Transition,https://www.futurelearn.com/courses/renewable-energy-microgrid-advancing-energy-transition,Deakin University,https://www.futurelearn.com/partners/deakin-university,Course,Sustain the planet with Deakin's online course. Explore transformative energy solutions empowering sustainable futures.,"Science, Engineering & Maths",,2,,,,,604,,,
Palliative Care: Pain Management for your Patients,https://www.futurelearn.com/courses/palliative-care-pain-management-for-your-patients,University of Colorado,https://www.futurelearn.com/partners/university-of-colorado-system,Course,"Develop tools for assessing, managing, and treating pain to help ease distress for palliative care patients.",Healthcare & Medicine,,5,,,,,321,,,
Tracing the History of the Italian Language: From Dante to the Present Day,https://www.futurelearn.com/courses/tracing-the-history-of-the-italian-language,University of Padova,https://www.futurelearn.com/partners/university-of-padova,Course,"Trace the roots of Italian language that spans from Dante’s ""Inferno"", Bembo and their literary influence on the language.",Language,,5,,Introductory level,,,778,,,
TARGET Antibiotics – Prescribing in Primary Care,https://www.futurelearn.com/courses/target-antibiotics,BSAC,https://www.futurelearn.com/partners/british-society-for-antimicrobial-chemotherapy,Course,Helping primary care professionals to target the use of antibiotics to reduce antimicrobial resistance,Healthcare & Medicine,,5,,Intermediate level,,,6843,,,
Palliative Care: Supporting Patients Living with Serious Illness,https://www.futurelearn.com/courses/palliative-care-supporting-patients-serious-illness,University of Colorado,https://www.futurelearn.com/partners/university-of-colorado-system,Course,"Understand how serious illnesses affect emotional and spiritual wellbeing, and develop skills for work in palliative care.",Healthcare & Medicine,,5,,,,,,,,
Palliative Care: Providing Psychosocial and Spiritual Support,https://www.futurelearn.com/courses/palliative-care-psychosocial-spiritual-aspects,University of Colorado,https://www.futurelearn.com/partners/university-of-colorado-system,Course,Aid the emotional and spiritual well-being of patients living with serious illnesses through comprehensive palliative care.,Healthcare & Medicine,,5,,Introductory level,,,,,,
An Introduction to Electronic Engineering,https://www.futurelearn.com/courses/an-introduction-to-electronic-engineering,UK Electronic Skills Foundation,https://www.futurelearn.com/partners/uk-electronics-skills-foundation,Course,Prepare for further study and a career in the electronics sector by exploring electronic technology in context.,"Science, Engineering & Maths",,3,,,,,,,,
Contract Management: Building Relationships in Business,https://www.futurelearn.com/courses/contract-management,University of Southampton,https://www.futurelearn.com/partners/university-of-southampton,Course,Learn about contract management and business relationships in a course backed by UK government & World Commerce & Contracting,Business & Management,https://ugc.futurelearn.com/uploads/images/bc/bc/bcbc0bc2-fdfb-43a4-8d83-fa6da922ecb6.jpg,3,,Introductory level,4.65134,261,106716,39.0,GBP,2024-06-17
